Name;Type;Value;Markup;Refines To;Amount;Source;Found on
Female Screecher Feather;Natural Material;0.01; ; ; ;Looted;Next Island
Feran Hide;Natural Material;0.07;37000.00%;Feran Leather;3;Looted;Planet Arkadia
Feran Leather;Refined Material;0.21; ; ; ;Refined;Planet Arkadia
Feran Leather Texture;Texture Material;0.05; ; ; ;Crafted;Planet Arkadia
Feran Wing Claw;Natural Material;0.75; ; ; ;Looted;Planet Arkadia
Ferguson's All Purpose Lube;Metal Component;0.1; ; ; ;Crafted;Planet Cyrene
Ferguson's Amalgam;Metal Component;0.0666; ; ; ;Crafted;Planet Cyrene
Ferguson's Refined Amalgam;Metal Component;0.11; ; ; ;Crafted;Planet Cyrene
Ferrum Nuts;Enmatter;1; ;Antimagnetic Oil;2,1;Mined;Entropia Universe
Fi/Ra/Co Cause Parts;Refined Weapon Attachment;1; ; ; ;Refined;Planet Calypso
Fi/Ra/Co Evil Parts;Refined Weapon Attachment;1; ; ; ;Refined;Planet Calypso
Fiery Drakescale;Natural Material;0.02; ; ; ;Looted;Next Island
Fine Frieze Fabric Texture;Texture Material;0.19; ; ; ;Crafted;Planet Calypso
Fine Frote Fabric Texture;Texture Material;0.29; ; ; ;Crafted;Planet Calypso
Fine Hessian Fabric Texture;Texture Material;0.03; ; ; ;Crafted;Planet Calypso
Fine Hide;Natural Material;0.25;102.00%;Fine Leather;3;Looted;Planet Calypso
Fine Leather;Refined Material;0.75;102.00%; ; ;Refined;Planet Calypso
Fine Leather Texture;Texture Material;0.74; ; ; ;Crafted;Planet Calypso
Fine Lens;Enhancer Component;0.06; ; ; ;Crafted;Next Island
Fine Silk Fabric Texture;Texture Material;0.26; ; ; ;Crafted;Planet Calypso
Fine Textile;Refined Material;1.2; ; ; ;Refined;Entropia Universe
Fine Wool;Natural Material;0.4;104.00%;Fine Textile;3;Looted;Entropia Universe
Fire Root Globule;Enmatter;0.3; ;Fire Root Pellet;2;Mined;Entropia Universe
Fire Root Pellet;Refined Enmatter;0.6;120.00%; ; ;Refined;Entropia Universe
Firn Board;Wood;0.59;310.00%;Firn Veneer;1/59;Looted;Planet Calypso
Firn Texture;Texture Material;0.12; ; ; ;Crafted;Planet Calypso
Firn Veneer;Wood Component;0.01; ; ; ;Refined;Planet Calypso
Fish Oil;Refined Material;0.03; ; ; ;Refined;Planet Cyrene
Fish Scales;Natural Material;4.7; ; ; ;Looted;Planet Cyrene
Flair Potion;Mechanical Component;0.65;220.00%; ; ;Crafted;ROCKtropia
Flannel Fabric Texture;Texture Material;0.03; ; ; ;Crafted;Planet Calypso
Flash Suppressor;Mechanical Component;3.2; ; ; ;Crafted;Planet Arkadia
Flesh;Natural Material;0.13; ; ; ;Looted;Planet Cyrene
Flesh Ripper Hide;Natural Material;4.7; ;Flesh Ripper Leather;3;Looted;Planet Cyrene
Flesh Ripper Leather;Refined Material;14.1; ; ; ;Refined;Planet Cyrene
Flesh Ripper Texture;Texture Material;4.7; ; ; ;Crafted;Planet Cyrene
Flimsy Particle Sample;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Flint Arrow Head;Refined Treasure;0.24; ; ; ;Refined;Planet Arkadia
Flint Axe Head;Refined Treasure;0.18; ; ; ;Refined;Planet Arkadia
Florican Mist;Enmatter;0.27; ;Florican Spray;2;Mined;Planet Arkadia
Florican Spray;Refined Enmatter;0.54;180.00%; ; ;Refined;Planet Arkadia
Flourite;Precious Stones;140; ; ; ;Looted;Entropia Universe
Fluorite Crystal;Crystal;0.03; ;Refined Fluorite Crystal;1;Looted;Next Island
Fly Amber;Refined Treasure;0.3; ; ; ;Refined;Planet Arkadia
Focusing Lens;Electronic Component;2;150.00%; ; ;Crafted;Planet Arkadia
Focus Lens Component;Enhancer Component;0.2;130.00%; ; ;Looted;Entropia Universe
Focus Potion;Mechanical Component;0.7;160.00%; ; ;Crafted;ROCKtropia
Folk Ingot;Refined Ore;0.09;110.00%; ; ;Refined;ROCKtropia
Folk Rock;Ore;0.03; ;Folk Ingot;3;Mined, Looted;ROCKtropia
Force Nexus;Enmatter;0.01; ;Distilled Sweat Crystal;3,1/100,3,1/100,1/200,1/200;Mined;Entropia Universe
Foresight Potion;Mechanical Component;0.04;135.00%; ; ;Crafted;ROCKtropia
Formicacida Leg;DNA;7.98; ; ; ;Looted;Planet Calypso
Formicacida Scale;Natural Material;12; ; ; ;Looted;Planet Calypso
Formicacida Skull;DNA;18; ; ; ;Looted;Planet Calypso
Formidon Leather;Refined Material;1.38; ; ; ;Refined;Planet Calypso
Formidon Leather Texture;Texture Material;1.36; ; ; ;Crafted;Planet Calypso
Formidon Skin;Natural Material;0.46;115.00%;Formidon Leather;3;Looted;Planet Calypso
Formidon Skull;Natural Material;43; ; ; ;Looted;Planet Calypso
Fossil Ammonite;Refined Treasure;0.06; ; ; ;Refined;Planet Arkadia
Fossil Tooth;Refined Treasure;0.03;107.00%; ; ;Refined;Planet Arkadia
Foul Bone;Natural Material;0.03;850.00%;Foul Bone Buttons;3;Looted;Planet Calypso
Foul Bone Buttons;Refined Material;0.09; ; ; ;Refined;Planet Calypso
Foul Eye;Natural Material;0.17; ; ; ;Looted;Planet Calypso
Foul Leather;Refined Material;0.9; ; ; ;Refined;Planet Calypso
Foul Leather Texture;Texture Material;0.37; ; ; ;Crafted;Planet Calypso
Foul Skin;Natural Material;0.3; ;Foul Leather;3;Looted;Planet Calypso
Foul Skull;DNA;10; ; ; ;Looted;Planet Calypso
Foul Suctioncup;DNA;0.19; ; ; ;Looted;Planet Calypso
Foul Teeth;Natural Material;0.18; ; ; ;Looted;Planet Calypso
Foundation (Bronze);Make Up;5; ; ; ;Looted;Entropia Universe
Foundation (Brown);Make Up;5; ; ; ;Looted;Entropia Universe
Foundation (Chocolate);Make Up;5;2721.00%; ; ;Looted;Entropia Universe
Foundation (Dark Brown);Make Up;5;143.00%; ; ;Looted;Entropia Universe
Foundation (Golden Brown);Make Up;5; ; ; ;Looted;Entropia Universe
Foundation (Pale Brown);Make Up;5;0.00%; ; ;Looted;Entropia Universe
Foundation (Pale Pink);Make Up;5; ; ; ;Looted;Entropia Universe
Foundation (Peach);Make Up;5;107.00%; ; ;Looted;Entropia Universe
Foundation (Tan);Make Up;5; ; ; ;Looted;Entropia Universe
Foundation (Wheat);Make Up;5; ; ; ;Looted;Entropia Universe
Fragile Particle Sample;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Frakite Ingot;Refined Ore;0.9;1700.00%; ; ;Refined;Planet Arkadia
Frakite Stone;Ore;0.3; ;Frakite Ingot;3;Mined;Planet Arkadia
French Pirate Flag;Vehicle Component;2; ; ; ;Crafted;ROCKtropia
Frescoquda Back Scale;Natural Material;3.61; ; ; ;Mined;Planet Calypso
Frescoquda Foot;Natural Material;17.6; ; ; ;Looted;Planet Calypso
Frescoquda Hide;Natural Material;0.54; ;Frescoquda Leather;3;Looted;Planet Calypso
Frescoquda Leather;Refined Material;1.62; ; ; ;Refined;Planet Calypso
Frescoquda Leather Texture;Texture Material;2; ; ; ;Crafted;Planet Calypso
Frescoquda Snout;Natural Material; ; ; ; ;Looted;Planet Calypso
Frescoquda Tentacles;Natural Material;6.6; ; ; ;Looted;Planet Calypso
Frigulerian Dust;Refined Ore;3.4405; ; ; ;Refined;Planet Calypso
Frigulite Ingot;Refined Ore;0.36;115.00%; ; ;Refined;Entropia Universe
Frigulite Stone;Ore;0.12; ;Frigulerian Dust;3,8;Looted, Mined;Entropia Universe
Frigulite Texture;Texture Material;0.32; ; ; ;Crafted;Planet Calypso
Frosty Drakescale;Natural Material;0.02;0.00%; ; ;Looted;Next Island
Fuel Cells;Electronic Component;0.05;135.00%; ; ;Crafted;Planet Arkadia
Fugabarba Leather;Refined Material;0.03; ; ; ;Refined;Planet Calypso
Fugabarba Leather Texture;Texture Material;0.16; ; ; ;Crafted;Planet Calypso
Fugabarba Skin;Natural Material;0.01;40000.00%;Fugabarba Leather;3;Looted;Planet Calypso
Fullerenes;Natural Material;0.02; ;Neoweave Adjusted;10,20,30,50,40;Looted;Next Island
Fully Developed Halloween Pumpkin (Mission);Mission Item;0; ; ; ;Looted;Planet Calypso
Fungoid  DNA Samples;DNA;37.8; ; ; ;Refined;Planet Calypso
Fungoid Hat;Natural Material;12; ; ; ;Looted;Planet Calypso
Fungoid Tentacle;Natural Material;4.5; ; ; ;Looted;Planet Calypso
Furor DNA Samples;DNA;63.5; ; ; ;Refined;Planet Calypso
Furor Eye;Natural Material;18;1750.00%; ; ;Looted;Planet Calypso
Furor Skull;Natural Material;23; ; ; ;Looted;Planet Calypso
Galaurphite Ingot;Refined Ore;14.7353;150.00%; ; ;Refined;Planet Calypso
Galaxy 6V Gel Batteries;Electronic Component;1.2;270.00%; ; ;Crafted;Planet Calypso
Galaxy 8V Gel Batteries;Electronic Component;1.4; ; ; ;Crafted;Planet Calypso
Galaxy 12V Gel Batteries;Electronic Component;1.5; ; ; ;Crafted;Planet Calypso
Galaxy 14V Gel Batteries;Electronic Component;2.2; ; ; ;Crafted;Planet Calypso
Galaxy S1 Ion Conductors;Electronic Component;0.2;114.00%; ; ;Crafted;Planet Calypso
Galaxy S2 Ion Conductors;Electronic Component;0.3;115.00%; ; ;Crafted;Planet Calypso
Galaxy S3 Ion Conductors;Electronic Component;0.5; ; ; ;Crafted;Planet Calypso
Gallard Hide;Natural Material;0.02;0.00%; ; ;Looted;Planet Arkadia
Gallard Leather;Refined Material;0.06; ; ; ;Refined;Planet Arkadia
Gallard Leather Texture;Texture Material;0.01; ; ; ;Crafted;Planet Arkadia
Galvesperdite Ingot;Refined Ore;6.3625; ;Galaurphite Ingot;1;Refined;Planet Calypso
Ganganite Ingot;Refined Ore;0.36;103.00%; ; ;Refined;Entropia Universe
Ganganite Stone;Ore;0.12; ;Ganganite Ingot;3;Mined;Entropia Universe
Ganganite Texture;Texture Material;0.32; ; ; ;Crafted;Planet Calypso
Garcen Grease;Enmatter;0.1; ;Garcen Lubricant;2;Mined;Entropia Universe
Garcen Lubricant;Refined Enmatter;0.2;108.00%;Caroot Lubricant;5;Refined;Entropia Universe
Garcia Claw;Natural Material;0.1; ; ; ;Looted;ROCKtropia
Garcia Dragon Leather;Refined Material;1.5; ; ; ;Refined;ROCKtropia
Garcia Dragon Texture;Texture Material;0.25; ; ; ;Crafted;ROCKtropia
Garcia Hide;Natural Material;0.5; ;Garcia Dragon Leather;3;Looted;ROCKtropia
Garcia Tail;Natural Material;0.5; ; ; ;Looted;ROCKtropia
Garcia Wing;Natural Material;0.5; ; ; ;Looted;ROCKtropia
Garnet;Precious Stones;150; ;Pile Of Garnets;1/1000;Crafting;Entropia Universe
Gas Module;Mechanical Component;2.25;112.24%; ; ;Crafted;Planet Arkadia
Gas Plug;Mechanical Component;1.5;200.00%; ; ;Crafted;Planet Arkadia
Gazzurdite Ingot;Refined Ore;0.75;103.73%; ; ;Refined;Entropia Universe
Gazzurdite Stone;Ore;0.25; ;Gazzurdite Ingot;3,3;Looted, Mined;Entropia Universe
Gazzurdite Texture;Texture Material;0.45; ; ; ;Crafted;Planet Calypso
GEC Coil Springs 1M;Mechanical Component;0.9; ; ; ;Crafted;Entropia Universe
GEC Coil Springs 2M;Mechanical Component;1.2;200.00%; ; ;Crafted;Entropia Universe
GEC Spur Gears 1K;Mechanical Component;0.3; ; ; ;Crafted;Entropia Universe
GEC Spur Gears 2K;Mechanical Component;0.65;140.00%; ; ;Crafted;Entropia Universe
GEC Spur Gears 4K;Mechanical Component;1.75;100.00%; ; ;Crafted;Entropia Universe
GEC Spur Gears 5K;Mechanical Component;2; ; ; ;Crafted;Entropia Universe
Generic Fuse;Generic Component;5;400.00%; ; ;Looted;Entropia Universe
Generic Leather;Refined Material;0.03;105.00%; ; ;Refined;Planet Calypso
Generic Leather Texture;Texture Material;0.05; ; ; ;Crafted;Planet Calypso
Generic Transformer;Generic Component;5; ; ; ;Looted;Planet Calypso
Genesis Rookie Seismic Bomb;Consumable;0.1; ; ; ;Old;Entropia Universe
Genesis Rookie Survey Probe;Consumable;0.1; ; ; ;Mission;Planet Calypso
Genesis Star Com Unit;Robot Component;2.3; ; ; ;Mined (Event);Planet Calypso
Genesis Star Encrypted Holder;Robot Component;6.5; ; ; ;Mined (Event);Planet Calypso
Genesis Star Encrypted Holder Series 2;Robot Component;2.8; ; ; ;Mined (Event);Planet Calypso
Genesis Star Visual Display;Robot Component;3.1; ; ; ;Mined (Event);Planet Calypso
GeoTrek Buttstock;Metal Component;0.8;163.00%; ; ;Crafted;Entropia Universe
GeoTrek EnBolts;Metal Component;1.3; ; ; ;Crafted;Entropia Universe
GeoTrek Hardened Buttstock;Metal Component;0.9; ; ; ;Crafted;Entropia Universe
GeoTrek Hardened EnBolts;Metal Component;1.4;380.00%; ; ;Crafted;Entropia Universe
GeoTrek Hardened Talytic Converters;Metal Component;1.1; ; ; ;Crafted;Entropia Universe
