Name;Type;Value;Markup;Refines To;Amount;Source;Found on
Zinc Texture;Texture Material;0.3; ; ; ;Crafted;Planet Calypso
Zir Button;Construction Material;0.18;142.00%; ; ;Crafted;Planet Toulan
Zircon Ingot;Refined Ore;0.15;129.19%; ; ;Refined;Planet Toulan
Zircon Stone;Ore;0.05;129.19%;Zircon Ingot;3;Mined;Planet Toulan
Zohoor Tincture;Material;0.2;7000.00%; ; ;Looted;Planet Toulan
Zoisite Crystal;Crystal;0.06; ;Refined Zoisite Crystal;1;Looted;Next Island
Zokaraneus Hide;Natural Material;0.02; ;Zokaraneus Leather;3;Looted;DSEC-9
Zokaraneus Leather;Refined Material; ; ; ; ;Refined;DSEC-9
Zokaraneus Texture;Texture Material;0.043; ; ; ;Crafted;DSEC-9
Zoldenite Crystal;Refined Enmatter;0.08;140.00%; ; ;Refined;Monria
Zoldenite Dust;Enmatter;0.04; ; ; ;Mined;Monria
Zolphic Grease;Refined Enmatter;0.08;105.00%; ; ;Refined;Planet Arkadia
Zolphic Oil;Enmatter;0.04; ;Zolphic Grease;2;Mined, Looted;Planet Arkadia
Zombie Blood;Natural Material;1;300.00%; ; ;Looted;ROCKtropia
Zombie Bone;Natural Material;0.8; ; ; ;Looted, Refined;ROCKtropia
Zombie Bushweed;Natural Material; ; ; ; ;Looted;ROCKtropia
Zombie Charm Bracelets;Metal Component;4; ; ; ;Crafted;ROCKtropia
Zombie Eye;Natural Material;3; ; ; ;Looted;ROCKtropia
Zombie Hand;Natural Material;4; ; ; ;Looted;ROCKtropia
Zombie Hemp Cloth;Refined Material; ; ; ; ;Refined;ROCKtropia
Zombie Leg;Natural Material;1; ; ; ;Looted;ROCKtropia
Zombie Plasma;Natural Material;2; ; ; ;Looted;ROCKtropia
Zombie Rotting Flesh;Natural Material;0.5; ;Zombie Bone;1;Looted;ROCKtropia
Zorn Component A;Natural Material;0.03;120.00%; ; ;Crafted;Planet Cyrene
Zorn Oil Mixture C;Natural Material;0.05;330.00%; ; ;Crafted;Planet Cyrene
Zorn Star Ingot;Refined Ore;0.03;103.00%;Low Grade Metal Compound;4,1;Refined;Planet Cyrene
Zorn Star Ore;Ore;0.01; ;Zorn Star Ingot;3;Looted, Mined;Planet Cyrene
Zorn Star Texture;Texture Material;0.0233; ; ; ;Crafted;Planet Cyrene
Zulax Ingot;Refined Ore;1.95;112.00%; ; ;Refined;Planet Arkadia
Zulax Stones;Ore;0.65; ;Zulax Ingot;3;Mined;Planet Arkadia
Zulax Texture;Texture Material;0.78; ; ; ;Crafted;Planet Arkadia
Zyn'Dos Blood;Generic Component;10; ; ; ;Looted;Planet Cyrene
Zyn'Kimbro Spirit Dust;Generic Component;10; ; ; ;Looted;Planet Cyrene
