Name;Type;Value;Markup;Refines To;Amount;Source;Found on
Kunzite Crystal;Crystal;0.01;105.00%;Refined Kunzite Crystal;1;Looted;Next Island
Kylon's Blue;Paint Cans;0.06; ; ; ;Looted;Next Island
Labradorite Crystal;Crystal;0.02; ;Refined Labradorite Crystal;1;Looted;Next Island
Lamp Attachments;Vehicle Component;0.3; ; ; ;Crafted;Planet Calypso
Langotz Ingot;Refined Ore;2.7;140.00%; ; ;Refined;Entropia Universe
Langotz Ore;Ore;0.9; ;Langotz Ingot;3;Looted, Mined;Entropia Universe
Langotz Texture;Texture Material;1.1; ; ; ;Crafted;Planet Calypso
Lanorium Ingot;Refined Ore;0.66;103.00%; ; ;Refined, Looted;Entropia Universe
Lanorium Stone;Ore;0.22; ;Aumorphite Ingot;3,3;Mined;Entropia Universe
Lanorium Texture;Texture Material;0.42; ; ; ;Crafted;Planet Calypso
Large Plug;Wood Component;0.11;550.00%; ; ;Crafted;Planet Calypso
Large Ribbed Wool Fabric Texture;Texture Material;0.07; ; ; ;Crafted;Planet Calypso
Large Striped Cotton Fabric Texture;Texture Material;0.02; ; ; ;Crafted;Planet Calypso
Large Woven Cotton Fabric Texture;Texture Material;0.08; ; ; ;Crafted;Planet Calypso
Leethiz Ingot;Refined Ore;0.45; ; ; ;Refined;Planet Cyrene
Lemmy Bushweed;Natural Material;0.001; ; ; ;Looted;ROCKtropia
Lemmy Dragon Leather;Refined Material;1.5; ; ; ;Refined;ROCKtropia
Lemmy Dragon Texture;Texture Material;0.25; ; ; ;Crafted;ROCKtropia
Lemmy Hemp Cloth;Refined Material; ; ; ; ;Refined;ROCKtropia
Lemmy Hide;Natural Material;0.5; ;Lemmy Dragon Leather;3;Looted;ROCKtropia
Lemmy Tail;Natural Material;0.7; ; ; ;Looted;ROCKtropia
Lemmy Wing;Natural Material;0.4; ; ; ;Looted;ROCKtropia
Leopard Cloth;Refined Material;1.2; ; ; ;Refined;ROCKtropia
Leopard Hide;Natural Material;0.8; ;Leopard Cloth;3;Looted;ROCKtropia
Leopard Texture;Texture Material;0.2; ; ; ;Crafted;ROCKtropia
Lepidocrosite Crystal;Crystal;0.02; ;Refined Lepidocrosite Crystal;1;Looted;Next Island
Lesser Claw;Natural Material;0.02; ;Weak Calcium Compound;3;Looted;Planet Cyrene
Lesser Elysia;Construction Material;0.08;120.00%; ; ;Crafted;Next Island
Lesser Power Crystal;Precious Stones;20; ;Greater Power Crystal;10;Looted;Planet Cyrene
Letomie Fossil Backplate;Natural Material;12.1; ; ; ;Looted;Planet Calypso
Letomie Fossil Eyelense;Natural Material;4.2; ; ; ;Looted;Planet Calypso
Letomie Fossil Teeth;Natural Material;48.7; ; ; ;Looted;Planet Calypso
Letomie Hide;Natural Material;1.34; ;Letomie Leather;3;Looted;Planet Calypso
Letomie Leather;Refined Material;4.02; ; ; ;Refined;Planet Calypso
Letomie Leather Texture;Texture Material;4; ; ; ;Crafted;Planet Calypso
Lidacon Ingot;Refined Ore;4.5;107.00%; ; ;Refined;Planet Arkadia
Lidacon Stones;Ore;1.5; ;Lidacon Ingot;3;Mined;Planet Arkadia
Lidacon Texture;Texture Material;1.8; ; ; ;Crafted;Planet Arkadia
Life Essence;Refined Enmatter;0.06;106.00%;Medium Grade Motherboard;1;Refined;Planet Cyrene
Lightening Agent;Refined Enmatter;0.2;1500.00%; ; ;Refined;Planet Cyrene
Light Liquid;Refined Enmatter;0.84;285.00%; ; ;Refined;Entropia Universe
Light Mail;Refined Enmatter;0.02;2000.00%; ; ;Refined;Entropia Universe
Light Metal Plating;Metal Component;0.5;550.00%; ; ;Looted;Planet Calypso
Light Mind Essence;Consumable;0.0001; ; ; ;Refined;Planet Calypso
Light Power Cell;Electronic Component;0.05; ; ; ;Crafted;Planet Cyrene
Lip Gloss (Burgundy);Make Up;8;115.00%; ; ;Looted;Entropia Universe
Lip Gloss (Cardinal);Make Up;8;120.00%; ; ;Looted;Entropia Universe
Lip Gloss (Carnation Pink);Make Up;8; ; ; ;Looted;Entropia Universe
Lip Gloss (Hot Pink);Make Up;8; ; ; ;Looted;Entropia Universe
Lip Gloss (Pale Red Violet);Make Up;8; ; ; ;Looted;Entropia Universe
Lip Gloss (Pink-Orange);Make Up;8; ; ; ;Looted;Entropia Universe
Lip Gloss (Silver);Make Up;8; ; ; ;Looted;Entropia Universe
Lip Liner (Black);Make Up;4; ; ; ;Looted;Entropia Universe
Lip Liner (Burgundy);Make Up;4; ; ; ;Looted;Entropia Universe
Lip Liner (Crimson);Make Up;4; ; ; ;Looted;Entropia Universe
Lip Liner (Hollywood Cerise);Make Up;4; ; ; ;Looted;Entropia Universe
Lip Liner (Maroon);Make Up;4; ; ; ;Looted;Entropia Universe
Lip Liner (Pink-Orange);Make Up;4;120.00%; ; ;Looted;Entropia Universe
Lipstick (Auburn);Make Up;9; ; ; ;Looted;Entropia Universe
Lipstick (Black);Make Up;9; ; ; ;Looted;Entropia Universe
Lipstick (Burgundy);Make Up;9;110.00%; ; ;Looted;Entropia Universe
Lipstick (Cardinal);Make Up;9; ; ; ;Looted;Entropia Universe
Lipstick (Hollywood Cerise);Make Up;11; ; ; ;Looted;Entropia Universe
Lipstick (Pink-Orange);Make Up;9;125.00%; ; ;Looted;Entropia Universe
Living Vortex Hide;Natural Material;1; ; ; ;Looted;Planet Cyrene
Living Vortex Leather;Refined Material;3; ; ; ;Refined;Planet Cyrene
Living Vortex Texture;Texture Material;1; ; ; ;Crafted;Planet Cyrene
Long Bigwig Board;Wood;1.66; ;Bigwig Veneer;1/166;Looted;Planet Calypso
Long Board;Wood;0.03;130.00%; ; ;Looted;ROCKtropia
Long Firn Board;Wood;0.91; ;Firn Veneer;1/91;Looted;Planet Calypso
Long Island Iced Tea Cocktail;Refined Enmatter;0.1;115.00%; ; ;Refined;ROCKtropia
Long Island Ice Tea Cocktail Mix;Enmatter;0.05; ;Long Island Iced Tea Cocktail;1,1;Mined, Looted;Hell
Long Midastree Board;Wood;0.38;107.00%;Midastree Veneer;1/38;Looted;Planet Calypso
Long Moonleaf Board;Wood;0.06;320.00%; ; ;Harvesting;Entropia Universe
Long Screws;Metal Component;0.04; ; ; ;Crafted;Planet Arkadia
Long Stinktree Board;Wood;0.52; ;Stinktree Veneer;1/52;Looted;Planet Calypso
Longtooth Leather;Refined Material;0.6;121.00%; ; ;Refined;Planet Calypso
Longtooth Musk;Material;1;0.00%; ; ;Crafted;Planet Calypso
Longtooth Skin;Natural Material;0.6;0.00%;Longtooth Leather;3;Looted;Planet Calypso
Longu Claw;DNA;0.01; ; ; ;Looted;Planet Calypso
Longu Leather;Refined Material;1.5; ; ; ;Refined;Planet Calypso
Longu Leather Texture;Texture Material;0.55; ; ; ;Crafted;Planet Calypso
Longu Plate;DNA;13; ; ; ;Looted;Planet Calypso
Longu Skin;Natural Material;0.5;114.00%;Longu Leather;3;Looted;Planet Calypso
Lotium Fluid;Enmatter;0.3; ;Lotium Gel;2;Mined;Planet Arkadia
Lotium Gel;Refined Enmatter;0.6; ; ; ;Refined;Planet Arkadia
L-O-V-E Potion;Mechanical Component;0.5; ; ; ;Crafted;ROCKtropia
Low Grade Electronic Component;Robot Parts;0.17;100.00%;Low Grade Motherboard;2;Looted;Planet Cyrene
Low Grade Metal Compound;Refined Material;0.09;181.00%; ; ;Refined;Planet Cyrene
Low Grade Motherboard;Refined Material;0.52; ; ; ;Refined;Planet Cyrene
Low Grade Motion Sensor;Robot Parts;0.5; ;Low Grade Processor;3;Looted;Planet Cyrene
Low Grade Power Supply;Robot Parts;0.0187; ; ; ;Looted;Planet Cyrene
Low Grade Processor;Robot Parts;1.62; ; ; ;Looted;Planet Cyrene
Low Grade Scrap;Robot Parts;0.03;200.00%;Low Grade Metal Compound;2;Looted;Planet Cyrene
Luck Potion;Mechanical Component;0.04;200.00%; ; ;Crafted;ROCKtropia
Lulu pearl;Refined Ore;0.36;110.00%; ; ;Refined;Planet Toulan
Lulu Stone;Ore;0.12;110.00%;Lulu pearl;3;Mined;Planet Toulan
Lulu Texture;Texture Material;0.48;114.00%; ; ;Crafted;Planet Toulan
Lumis Leach;Enmatter;0.42; ;Aurilinin Gel;2,2;Mined;Entropia Universe
Lurker Leather;Refined Material;0.18; ; ; ;Refined;Planet Cyrene
Lurker Lube;Refined Material;0.1;100.00%; ; ;Refined;Planet Cyrene
Lycan Charm Bracelets;Metal Component;2; ; ; ;Crafted;ROCKtropia
Lysterium Ingot;Refined Ore;0.03;105.00%; ; ;Refined;Entropia Universe
Lysterium Power Container;Electronic Component;0.4; ; ; ;Crafted;Planet Cyrene
Lysterium Stone;Ore;0.01;103.00%;Lysterium Ingot;22,3;Looted, Mined;Entropia Universe
Lysterium Texture;Texture Material;0.21; ; ; ;Crafted;Planet Calypso
Lystionite Steel Ingot;Refined Ore;4.0146;140.00%; ; ;Refined;Planet Calypso
Lytairian Dust;Enmatter;0.19;104.00%;Lytairian Powder;2;Mined;Entropia Universe
Lytairian Powder;Refined Enmatter;0.38;108.00%; ; ;Refined;Entropia Universe
Madana DNA Cartridge;DNA; ; ; ; ;Refined;Planet Arkadia
Madana Eye;DNA;3; ;Madana DNA Cartridge;2;Looted;Planet Arkadia
Madana Hide;Natural Material;0.4; ;Madana Leather;3;Looted;Planet Arkadia
Madana Leather;Refined Material;1.2; ; ; ;Refined;Planet Arkadia
Madana Leather Texture;Texture Material;0.29; ; ; ;Crafted;Planet Arkadia
Madana Leg;DNA;2; ;Madana DNA Cartridge;1;Looted;Planet Arkadia
Madana Leg Fur;Natural Material;1.5; ; ; ;Looted;Planet Arkadia
Madana Mane;DNA;2; ;Madana DNA Cartridge;1;Looted;Planet Arkadia
Madana Skull;DNA; ; ;Madana DNA Cartridge;1;Looted;Planet Arkadia
Madana Tail;Natural Material;0.2;143.00%; ; ;Looted;Planet Arkadia
Maffoid Head;Mission Item;0.02; ; ; ;Looted;Planet Calypso
Maganite Ingot;Refined Ore;3.15;201.00%; ; ;Refined;Entropia Universe
Maganite Ore;Ore;1.05; ;Maganite Ingot;3;Looted, Mined;Entropia Universe
Maganite Texture;Texture Material;1.25; ; ; ;Crafted;Planet Calypso
Magerian Mist;Enmatter;0.25; ;Frigulerian Dust;2,3;Looted, Mined;Entropia Universe
Magerian Spray;Refined Enmatter;0.5;103.00%;Papplon Spray;2;Refined;Entropia Universe
Magnetic Accelerator Power Unit;Robot Parts;15; ; ; ;Looted;Planet Calypso
Magtonium Dust;Refined Enmatter;7.47; ; ; ;Refined;Planet Calypso
Magurg Male DNA Samples;DNA; ; ; ; ;Refined;Planet Arkadia
Magurg Male Foot;DNA;2; ;Magurg Male DNA Samples;2;Looted;Planet Arkadia
Magurg Male Heart;DNA;3; ;Magurg Male DNA Samples;1;Looted;Planet Arkadia
Magurg Male Pincer;Natural Material;0.2;900.00%; ; ;Looted;Planet Arkadia
Magurg Male Tail;DNA;4; ;Magurg Male DNA Samples;1;Looted;Planet Arkadia
Magurg Male Teeth;DNA;2; ;Magurg Male DNA Samples;1;Looted;Planet Arkadia
Mahogany Long Board;Wood;2; ; ; ;Looted;ROCKtropia
Mahogany Regular Board;Wood;0.5; ; ; ;Looted;ROCKtropia
Mahogany Short Board;Wood;0.1; ; ; ;Looted;ROCKtropia
Mai Tai Cocktail;Refined Enmatter;0.03;110.00%; ; ;Refined;ROCKtropia
Mai Tai Cocktail Mix;Enmatter;0.015; ;Mai Tai Cocktail;2,2;Mined;Hell
Make Up Remover Rough;Make Up;0.1;238.00%; ; ;Looted;Entropia Universe
Make Up Remover Smooth;Make Up;0.1; ; ; ;Looted;Entropia Universe
Malachite Crystal;Crystal;0.04; ;Refined Malachite Crystal;1;Looted;Next Island
Maladrite Ingot;Refined Ore;0.12;105.00%; ; ;Refined;Monria
Maladrite Stone;Ore;0.04; ;Maladrite Ingot;3;Mined;Monria
Male Screecher Feather;Natural Material;0.01; ; ; ;Looted;Next Island
Malkat;Construction Material;0.11;149.00%; ; ;Crafted;Planet Toulan
Mamnoon;Enmatter;0.08;109.93%;Mamnoon Mist;2;Mined;Planet Toulan
Mamnoon Mist;Refined Enmatter;0.16;109.93%; ; ;Refined;Planet Toulan
Mang Chang Hide;Natural Material;1; ; ; ;Looted;Planet Cyrene
Mang Chang Leather;Refined Material;3; ; ; ;Refined;Planet Cyrene
Mang Chang Texture;Texture Material;1; ; ; ;Crafted;Planet Cyrene
Mangled Zyn'Dos Horn;Natural Material;0.01; ; ; ;Looted;Planet Cyrene
Maple Long Board;Wood;0.1;125.00%; ; ;Looted;ROCKtropia
Maple Regular Board;Wood;0.05; ; ; ;Looted;ROCKtropia
Maple Short Board;Wood;0.01; ; ; ;Looted;ROCKtropia
Marble Block;Construction Material;10; ; ; ;Crafted;Ancient Greece
Marble Brick;Construction Material;1; ; ; ;Crafted;Ancient Greece
Marble Cylinder;Generic Component;20; ; ; ;Crafted;Ancient Greece
Marcimex Brain Oil;Natural Material;1;400.00%; ; ;Looted;Planet Calypso
Marcimex Slime;Natural Material;1;30000.00%; ; ;Looted;Planet Calypso
Marganah Tincture;Material;0.25;15289.00%; ; ;Looted;Planet Toulan
Marine Chainsaw Gas Cap;Natural Material; ; ; ; ; ;ROCKtropia
Maro Ingot;Refined Ore;0.52;110.58%; ; ;Refined;Planet Toulan
Maro Stone;Ore;0.13;110.00%;Maro Ingot;4;Mined;Planet Toulan
Maro Texture;Texture Material;0.35;116.00%; ; ;Crafted;Planet Toulan
Material Efficiency Component;Enhancer Component;0.5;110.00%; ; ;Looted;Planet Calypso
Material Softener;Construction Material;0.14; ; ; ;Crafted;Planet Cyrene
Mature Halloween Pumpkin;Mission Item;0; ; ; ;Looted;Planet Calypso
