Name;Type;Value;Markup;Refines To;Amount;Source;Found on
Beryl Crystal;Crystal;0.08; ;Refined Beryl Crystal;1;Looted;Next Island
Big Bird Wing;Natural Material;0.35; ; ; ;Looted;Planet Cyrene
Big Daddys' Nut Potion;Mechanical Component;0.02; ; ; ;Crafted;ROCKtropia
Bigwig Board;Wood;1.13;100.00%;Bigwig Veneer;1/113;Looted;Planet Calypso
Bigwig Texture;Texture Material;0.28; ; ; ;Crafted;Planet Calypso
Bigwig Veneer;Wood Component;0.01; ; ; ;Refined;Planet Calypso
Binary Energy;Refined Enmatter;1.5;104.00%; ; ;Refined;Planet Calypso
Binary Fluid;Enmatter;0.75;120.00%;Binary Energy;2,2;Looted, Mined;Planet Arkadia
Binding Epoxy;Refined Treasure;0.9;105.35%; ; ;Refined;Planet Arkadia
Bio ID Verification;Hangar Part;16;120.00%; ; ;Looted;Entropia Universe
Bismuth Fragment;Treasure;0.2;550.00%;Bismuth Plating;3;Mined;Planet Arkadia
Bismuth Plating;Refined Treasure;0.6;590.00%; ; ;Refined;Planet Arkadia
Bismuth Texture;Texture Material;0.3; ; ; ;Crafted;Planet Arkadia
Black and White Polka dot Texture;Texture Material;0.01; ; ; ;Crafted; 
Black Key Molten;Material;0.01; ; ; ;Looted;DSEC-9
Black Russian Cocktail;Refined Enmatter;0.06;130.00%; ; ;Refined;ROCKtropia
Black Russian Cocktail Mix;Enmatter;0.03; ;Black Russian Cocktail;2,2;Mined, Looted;Hell
Black Snake Skin Cloth;Refined Material; ; ; ; ;Refined;ROCKtropia
Blank Arkadian DNA Cartridge 1;DNA;1; ;Magurg Male DNA Samples;1,1,1,1;Looted;Planet Arkadia
Blank Arkadian DNA Cartridge 2;DNA;2; ;Halix DNA Cartridge;1,1,1;Looted;Planet Arkadia
Blank Arkadian DNA Cartridge 3;DNA;3; ;Bokol DNA Cartridge;1,1,1,1;Looted;Planet Arkadia
Blank Arkadian DNA Cartridge 4;DNA;4; ;Kiana DNA Cartridge;1,1,1,1;Looted;Planet Arkadia
Blank Arkadian DNA Cartridge 5;DNA;5; ;Beladoth DNA Cartridge;1,1,1,1;Looted;Planet Arkadia
Blank CD;Music Media;0.01;120.00%; ; ;Looted;ROCKtropia
Blausariam Ingot;Refined Ore;0.12;101.00%; ; ;Refined;Hell
Blausariam Stone;Ore;0.04;104.63%;Blausariam Ingot;3,3,2,3,2,2,2,3;Looted, Mined;Next Island
Blausariam Texture;Texture Material;0.24; ; ; ;Crafted;Entropia Universe
Blazar Fragment;Fragment;1E-05;40000.00%;Aumorphite Ingot;100,30;Looted;Entropia Universe
Blemish Remover;Generic Component;0.2; ; ; ;Crafted; 
Block Chisel;Construction Material;5; ; ; ;Crafted;Ancient Greece
Blood Fragment;Fragment;0.2; ; ; ;Mission;Planet Cyrene
Blood Moss;Enmatter;0.09; ;Medical Compress;2;Mined;Planet Calypso
Bloodstone Crystal;Crystal;0.09; ;Refined Bloodstone Crystal;1;Looted;Next Island
Bloody Chainsaw Gas Cap;Generic Component;0.1; ; ; ;Looted;ROCKtropia
BLP Pack;Consumable;0.0001; ; ; ;TT, Looted;Next Island
Blue Crystal;Enmatter;0.02;106.50%;Hardening Agent;2;Mined, Looted;Planet Cyrene
Blue Crystal Texture;Texture Material;0.0365; ; ; ;Crafted;Planet Cyrene
Blue Energized Glass;Natural Material;5; ; ; ;Looted;ROCKtropia
Blue Icy Crystal;Enmatter;0.35; ;Chilling Agent;2;Mined;Planet Cyrene
Blue Key Molten;Material;0.02; ; ; ;Looted;DSEC-9
Blue Neon Essence;Material;1;200.00%; ; ;Looted;Planet Toulan
Blues Ingot;Refined Ore;0.06;110.00%; ; ;Refined;ROCKtropia
Blues Rock;Ore;0.02; ;Blues Ingot;3;Mined, Looted;ROCKtropia
Blumenberg AL-34 Plasma Temperature Sensor;Generic Component;2; ; ; ;Unknown;Planet Calypso
Boar DNA Strand;DNA;0.02; ; ; ;Looted;Next Island
Boar Eye;Natural Material;0.03;2250.00%; ; ;Looted;Next Island
Boar Head;Natural Material;0.05;0.00%; ; ;Looted;Next Island
Boar Heart;Natural Material;0.05;6175.00%; ; ;Looted;Next Island
Boar Hoove;Natural Material;0.01;2250.00%; ; ;Looted;Next Island
Boar Steak;Mission Item;0.02; ; ; ;Mission;Next Island
Boar Tail;Natural Material;0.02;4000.00%; ; ;Looted;Next Island
Boar Tusk;Natural Material;0.01;2250.00%; ; ;Looted;Next Island
Bodai Dust;Enmatter;0.2; ;Bodai Filler;2;Mined;Planet Arkadia
Bodai Filler;Refined Enmatter;0.4; ; ; ;Refined;Planet Arkadia
Body Fat;Beauty;0.08;500.00%; ; ;Looted;Planet Arkadia
Boffin Upgrade Parts;Material;2.625; ; ; ;Looted;Planet Cyrene
Bokol DNA Cartridge;DNA; ; ; ; ;Refined;Planet Arkadia
Bokol Flesh;DNA;2; ;Bokol DNA Cartridge;3;Looted;Planet Arkadia
Bokol Hide;Natural Material;0.3; ;Bokol Leather;3;Looted;Planet Arkadia
Bokol Leather;Refined Material;0.9; ; ; ;Refined;Planet Arkadia
Bokol Leather Texture;Texture Material;0.22; ; ; ;Crafted;Planet Arkadia
Bokol Long Bone;DNA; ; ;Bokol DNA Cartridge;2;Looted;Planet Arkadia
Bokol Lumbar Plate;Natural Material;0.2; ; ; ;Looted;Planet Arkadia
Bokol Mandible;DNA;2; ;Bokol DNA Cartridge;1;Looted;Planet Arkadia
Bokol Skull Plate;DNA; ; ;Bokol DNA Cartridge;1;Looted;Planet Arkadia
Bokol Spinal Plate;Natural Material;2.5; ; ; ;Looted;Planet Arkadia
Bombardo;Food;1E-05; ;Nutrio Bar;1,1;Found;Planet Arkadia
Bombardo Flakes;Material;2; ; ; ;Refined;Planet Calypso
Bonding Liquid;Construction Material;0.02;180.00%;Weak Protein Strain;1;Crafted;Planet Cyrene
Bone;Mission Item;0.03;490.00%;Decent Calcium Compound;4;Looted;Planet Cyrene
Bone-in Meat;Mission Item;0.13; ;Weak Protein Strain;3;Looted;Planet Cyrene
Bone-out Meat;Mission Item;0.13; ;Decent Protein Strain;2;Looted;Planet Cyrene
Bone Pieces;Construction Material;0.3;199.20%; ; ;Crafted;Planet Toulan
Bornite Crystal;Crystal;0.02; ;Refined Bornite Crystal;1;Looted;Next Island
Bram's Shock Flesh;Natural Material;0.3; ;Alien Biogenic Gel;12;Looted;Crystal Palace
Brass Alloy;Refined Treasure;0.36;101.00%; ; ;Refined;Planet Arkadia
British Pirate Flag;Vehicle Component;1; ; ; ;Crafted;ROCKtropia
Broken Dreams;Natural Material;0.05;150.00%; ; ;Looted;ROCKtropia
Broken Elysian Technology;Generic Component;1E-05; ;Elysian Tech Chip;1,1;Looted;Ancient Greece
Broken Firestarter;Generic Component;0.005; ; ; ;Looted;Planet Cyrene
Broken Scorpion;Generic Component;0.005; ; ; ;Mission, Looted;Planet Cyrene
Broken XT;Generic Component;0.005; ; ; ;Looted;Planet Cyrene
Bronze Alloy;Refined Treasure;0.3; ; ; ;Refined;Planet Arkadia
Bronzite Crystal;Crystal;0.05; ;Refined Bronzite Crystal;1;Looted;Next Island
Brown Key Molten;Material;0.03; ; ; ;Looted;DSEC-9
Brown Snake Skin Cloth;Refined Material;0.9; ; ; ;Refined;ROCKtropia
Brown Snake Skin Raw;Natural Material;0.3; ;Brown Snake Skin Cloth;3;Looted;ROCKtropia
Brown Snake Skin Texture;Texture Material;0.3; ; ; ;Crafted;ROCKtropia
Brukite;Natural Material;1E-05;80000.00%; ; ;Found;Planet Arkadia
Brukite Stone Texture;Texture Material;0.01; ; ; ;Crafted;Entropia Universe
Brushed Aluminium Texture;Texture Material;0.66; ; ; ;Crafted;Planet Calypso
Bulging Mutant Skull;Natural Material;7; ; ; ;Looted;Planet Calypso
Burlap Fabric Texture;Texture Material;0.18; ; ; ;Crafted;Entropia Universe
Bustamite Crystal;Crystal;0.03; ;Refined Bustamite Crystal;1;Looted;Next Island
Busted Zyn Mordincran;Generic Component;0.0001; ; ; ;Mission, Looted;Planet Cyrene
Byrd Droplet;Material;0.2; ;Byrd Pristine Element;5;Looted;Planet Cyrene
Byrd Pristine Element;Natural Material; ; ; ; ;Looted, Refined;Planet Cyrene
Cable Slot Adapter Component 1;Electronic Component;0.4; ; ; ;Looted;Planet Calypso
Cable Slot Adapter Component 2;Electronic Component;0.45; ; ; ;Looted;Planet Calypso
Cable Slot Adapter Component 3;Electronic Component;0.6; ; ; ;Looted;Planet Calypso
Caboria Clam;Natural Material;0.04;200.00%;Caboria Cord;2;Looted;Planet Toulan
Caboria Cord;Refined Material;0.08;200.00%; ; ;Refined;Planet Toulan
Caboria Hide;Natural Material;0.07;579.00%;Caboria Leather;4;Looted;Planet Toulan
Caboria Leather;Refined Material;0.28;579.00%; ; ;Refined;Planet Toulan
Caboria Shell;Natural Material;0.07;122.00%; ; ;Looted;Planet Toulan
Caboria Texture;Texture Material;0.19;480.00%; ; ;Crafted;Planet Toulan
Cacoxenite Crystal;Crystal;0.8;140.00%;Refined Cacoxenite Crystal;1;Looted;Next Island
Caged Arrets;Refined Material; ; ; ; ;Refined;Planet Cyrene
Caged Paneleons;Refined Material;0.001; ; ; ;Refined;Planet Cyrene
Calamusoid Acid Discharge;Mission Item;0; ; ; ;Looted;Planet Calypso
Calamusoid Blubber;Natural Material;0;100000000000000000000000000000000000000.00%; ; ;Looted;Planet Calypso
Calamusoid Bone;Natural Material;0;10000000000000.00%; ; ;Looted;Planet Calypso
Calamusoid Skull;Natural Material;0;1000000000000000000000000000000000.00%; ; ;Looted;Planet Calypso
Calcedony Crystal;Crystal;1; ;Refined Calcedony Crystal;1;Looted;Next Island
Calcite Crystal;Crystal; ; ;Refined Calcite Crystal;1;Looted;Next Island
Caldorite Ingot;Refined Ore;0.51;102.00%; ; ;Refined;Planet Calypso
Caldorite Stone;Ore;0.17;104.47%;Caldorite Ingot;3,3,3,3;Looted, Mined;Hell
Caldorite Texture;Texture Material;0.37; ; ; ;Crafted;Entropia Universe
Calypso Bone Sample;Mission Item;1E-05;200000.00%; ; ;Looted;Planet Calypso
Campbell's Basic Framework;Electronic Component;0.01; ; ; ;Crafted;Next Island
Canvas Fabric Texture;Texture Material;0.31; ; ; ;Crafted;Planet Calypso
Carabok Hide;Natural Material;0.02;400.00%;Carabok Leather Texture Blueprint;3;Looted;Planet Arkadia
Carabok Leather Texture;Texture Material;0.01; ; ; ;Crafted;Planet Arkadia
Carabok Leather Texture Blueprint;Refined Material;0.06; ; ; ;Refined;Planet Arkadia
Carabok Leg Fur;Natural Material;0.2;500.00%; ; ;Looted;Planet Arkadia
Caroot;Food;1E-05; ;Nutrio Bar;1,1,1,1;Found;Next Island
Caroot Lubricant;Material;2; ; ; ;Refined;Planet Calypso
Cat's Eye Crystal;Crystal;0.04; ;Refined Cats Eye Crystal;1;Looted;Next Island
Caudatergus Horn;DNA;4.67; ; ; ;Looted;Planet Calypso
Caudatergus Leather;Refined Material;0.75; ; ; ;Refined;Planet Calypso
Caudatergus Leather Texture;Texture Material;0.18; ; ; ;Crafted;Planet Calypso
Caudatergus Mandible;Natural Material;5.89; ; ; ;Looted;Planet Calypso
Caudatergus Skin;Natural Material;0.25; ;Caudatergus Leather;3;Looted;Planet Calypso
Caudatergus Skull;DNA;8; ; ; ;Looted;Planet Calypso
Caudatergus Trophy;Other;0.01; ; ; ;Looted;Planet Calypso
Cave Sap;Enmatter;0.39;197.44%;Putty;2,2,2,2;Mined;Planet Arkadia
Cbase Plastic Texture;Texture Material;0.14; ; ; ;Crafted;Planet Calypso
Cbase Robot Plastic;Robot Parts;0.13;150.00%; ; ;Looted;Planet Calypso
Celestite Stone;Crystal;0.03; ;Refined Celestite Crystal;1;Looted;Next Island
Cersumon Leather;Refined Material;1.2; ; ; ;Refined;Planet Calypso
Cersumon Leather Texture;Texture Material;1.2; ; ; ;Crafted;Planet Calypso
Cersumon Skin;Natural Material;0.4;172.00%;Cersumon Leather;3;Looted;Planet Calypso
Cerussite Crystal;Crystal;0.04;140.00%;Refined Cerussite Crystal;1;Looted;Next Island
Chair Frame;Vehicle Component;0.4; ; ; ;Crafted;Planet Calypso
Chalinum Alloy;Refined Ore;2.601; ; ; ;Refined;Planet Calypso
Chalmon;Refined Enmatter;0.94;225.00%; ; ;Refined;Planet Calypso
Charisma Potion;Mechanical Component;0.2;170.00%; ; ;Crafted;ROCKtropia
Charoite Crystal;Crystal;2; ;Refined Charoite Crystal;1;Looted;Next Island
Cheap A$$ Ammo;Consumable;0.0001; ; ; ;Rocktropia TT;ROCKtropia
Cheetah Cloth;Refined Material;0.6; ; ; ;Refined;ROCKtropia
Cheetah Hide;Natural Material;0.2; ;Cheetah Cloth;3;Looted;ROCKtropia
Cheetah Texture;Texture Material;0.15; ; ; ;Crafted;ROCKtropia
Chef's Pan;Other;15.21;9.01 PED; ; ;Crafted;Next Island
ChemSet;Treasure;0.3; ;Binding Epoxy;3;Mined;Planet Arkadia
Chiastolite Crystal;Crystal;0.08; ;Refined Chiastolite Crystal;1;Looted;Next Island
Chilling Agent;Refined Enmatter;0.7; ; ; ;Refined;Planet Cyrene
Chimera Blood;Natural Material;0.01; ; ; ;Looted;Next Island
Chimera Claw;Natural Material;0.01; ; ; ;Looted;Next Island
Chimera Eye;Natural Material;0.01; ; ; ;Looted;Next Island
Chimera Heart;Natural Material;0.02; ; ; ;Looted;Next Island
Chimera Hide;Natural Material;0.03; ; ; ;Looted;Next Island
Chimera Tail;Natural Material;0.02; ; ; ;Looted;Next Island
Chlorite Crystal;Crystal;0.04; ;Refined Chlorite Crystal;1;Looted;Next Island
Chomper Bone;Natural Material;7.89; ; ; ;Looted;Planet Calypso
Chomper Cloth;Refined Material;0.72; ; ; ;Refined;Planet Calypso
Chomper Hide;Natural Material;0.42; ;Chomper Leather;3;Looted;Planet Calypso
Chomper Leather;Refined Material;1.26; ; ; ;Refined;Planet Calypso
Chomper Leather Texture;Texture Material;5.43; ; ; ;Crafted;Planet Calypso
Chomper Wool;Natural Material;0.24; ;Chomper Cloth;3;Looted;Planet Calypso
Chrome Texture;Texture Material;1.01; ; ; ;Crafted;Planet Calypso
Chrysoberyl Crystal;Crystal;0.04; ;Refined Chrysoberyl Crystal;1;Looted;Next Island
