Name;Type;Value;Markup;Refines To;Amount;Source;Found on
Paint Can (Olive);Paint Cans;0.05;136.00%; ; ;Looted;Entropia Universe
Paint Can (Orange);Paint Cans;0.01;322.00%; ; ;Looted;Entropia Universe
Paint Can (Pink);Paint Cans;0.08;130.00%; ; ;Looted;Entropia Universe
Paint Can (Purple);Paint Cans;0.06;123.00%; ; ;Looted;Entropia Universe
Paint Can (Red);Paint Cans;0.6; ; ; ;Looted;Entropia Universe
Paint Can (Silver);Paint Cans;0.29; ; ; ;Looted;Entropia Universe
Paint Can (Steel Blue);Paint Cans;0.06; ; ; ;Looted;Entropia Universe
Paint Can (Turqoise);Paint Cans;0.08;115.00%; ; ;Looted;Entropia Universe
Paint Can (Umber);Paint Cans;0.13;106.00%; ; ;Looted;Entropia Universe
Paint Can (Violet Cream);Paint Cans;0.12;108.50%; ; ;Looted;Entropia Universe
Paint Can (White);Paint Cans;0.3; ; ; ;Looted;Entropia Universe
Paint Can (Yellow);Paint Cans;0.03;170.00%; ; ;Looted;Entropia Universe
Pandi Hide;Natural Material;0.9; ;Pandi Leather;3;Looted;Planet Arkadia
Pandi Leather;Refined Material;2.7; ; ; ;Refined;Planet Arkadia
Pandi Leather Texture;Texture Material;0.67; ; ; ;Crafted;Planet Arkadia
Paneleon Droplet;Material;0.2; ;Paneleon Pristine Element;5;Looted;Planet Cyrene
Paneleon Hide;Natural Material;1; ;Paneleon Leather;3;Looted;Planet Cyrene
Paneleon Leather;Refined Material;3; ; ; ;Refined;Planet Cyrene
Paneleon Leather Texture;Texture Material;1.003; ; ; ;Crafted;Planet Cyrene
Paneleon Pet;Generic Component; ; ;Caged Paneleons;100;Looted, Tamed;Planet Cyrene
Paneleon Pristine Element;Natural Material;1; ; ; ;Looted, Refined;Planet Cyrene
Panther Cloth;Refined Material;3; ; ; ;Refined;ROCKtropia
Panther Hide;Natural Material;1; ;Panther Cloth;3;Looted;ROCKtropia
Panther Texture;Texture Material;0.3; ; ; ;Crafted;ROCKtropia
Papoo Eye;Natural Material;0.01;2250.00%; ; ;Looted;Next Island
Papoo Foot;Natural Material;0.01;4000.00%; ; ;Looted;Next Island
Papoo Heart;Natural Material;0.08;4000.00%; ; ;Looted;Next Island
Papoo Palm;Natural Material;0.005;4000.00%; ; ;Looted;Next Island
Papoo Tail;Natural Material;0.01; ; ; ;Looted;Next Island
Papoo Tooth;Natural Material;0.05;117.00%; ; ;Looted;Next Island
Papplon;Food;1E-05; ;Nutrio Bar;1,1,1;Found;Planet Arkadia
Papplon Spray;Material;2; ; ; ;Refined;Planet Calypso
Partial Eye Remains;Natural Material;0.24; ;Pure Choroid;2;Looted;Planet Cyrene
Part Of Brass Alloy;Treasure;0.12; ;Brass Alloy;3;Mined;Planet Arkadia
Part Of Bronze Alloy;Treasure;0.1; ;Bronze Alloy;3;Mined;Planet Arkadia
Part Of Flint Arrow Head;Treasure;0.08; ;Flint Arrow Head;3;Mined;Planet Arkadia
Part Of Flint  Axe Head;Treasure;0.06; ;Flint Axe Head;3;Mined;Planet Arkadia
Part Of Fly Amber;Treasure;0.1; ;Fly Amber;3;Mined;Planet Arkadia
Part Of Fossil Ammonite;Treasure;0.02; ;Fossil Ammonite;3;Mined;Planet Arkadia
Part Of Fossil Tooth;Treasure;0.01; ;Fossil Tooth;3;Mined;Planet Arkadia
Part Of Mosquito Amber;Treasure;0.3; ;Mosquito Amber;3;Mined;Planet Arkadia
Patience Potion;Mechanical Component;0.5; ; ; ;Crafted;ROCKtropia
Pay Stub;Mission Item;0.0001; ;Ruxxnet Code;3;Mission;ROCKtropia
Pearl Sand;Refined Enmatter;1.92;125.00%; ; ;Refined;Entropia Universe
Pel Crystals;Enmatter;0.5; ;Pel Liquid;2;Mined;Planet Arkadia
Pel Liquid;Refined Enmatter;1; ; ; ;Refined;Planet Arkadia
Perfect Hide;Natural Material;4.7; ;Perfect Leather;3;Looted;Planet Cyrene
Perfect Leather;Refined Material;14.1; ; ; ;Refined;Planet Cyrene
Peridot Crystal;Crystal;0.02; ;Refined Peridot Crystal;1;Looted;Next Island
Petalite Crystal;Crystal;0.01; ;Refined Petalite Crystal;1;Looted;Next Island
Petonium Ingot;Refined Ore;5.37;105.00%; ; ;Refined;Entropia Universe
Petonium Stone;Ore;1.79; ;Magtonium Dust;3;Looted, Mined;F.O.M.A. - Fortuna
Petonium Texture;Texture Material;1.99; ; ; ;Crafted;Planet Calypso
Phasm Back Spike;Natural Material;1.5; ; ; ;Looted;Planet Calypso
Phasm Claw;Natural Material;5.2; ; ; ;Looted;Planet Calypso
Phasm Cloth;Refined Material;4.2; ; ; ;Refined;Planet Calypso
Phasm Hide;Natural Material;1.2; ;Phasm Leather;3;Looted;Planet Calypso
Phasm Leather;Refined Material;3.6; ; ; ;Refined;Planet Calypso
Phasm Leather Texture;Texture Material;4.86; ; ; ;Crafted;Planet Calypso
Phasm Wool;Natural Material;1.4; ;Phasm Cloth;3;Looted;Planet Calypso
Phenacite Crystal;Crystal;0.02; ;Refined Phenacite Crystal;1,1;Looted;Ancient Greece
Pheromone Gland;Material;0.1;840.00%; ; ;Looted;Planet Calypso
Phlogiston;Enmatter;0.04; ;Concentrated Phlogiston;3;Mined;Next Island
Pile of Diamonds;Precious Stones;0.5;105.50%; ; ;Refined, Looted;Entropia Universe
Pile of Emeralds;Precious Stones;0.3;145.00%; ; ;Refined, Looted;Entropia Universe
Pile Of Garnets;Precious Stones;0.15;104.00%; ; ;Refined,Looted;Entropia Universe
Pile of Jasper;Precious Stones;0.4; ;Magtonium Dust; ;Refined; 
Pile of Opals;Precious Stones;0.2;170.00%; ; ;Refined, Looted;Entropia Universe
Pile Of Rubies;Precious Stones;0.4;117.00%; ; ;Refined, Looted;Entropia Universe
Pina Colada Cocktail;Refined Enmatter;0.05;230.00%; ; ;Refined;ROCKtropia
Pina Colada Cocktail Mix;Enmatter;0.025; ;Pina Colada Cocktail;2,2;Mined;Hell
Pink Neon Essence;Material;1;200.00%; ; ;Looted;Planet Toulan
Pirrel Hexaton;Refined Treasure;0.9; ; ; ;Refined;Planet Arkadia
Pirrel Pellets;Treasure;0.3; ;Pirrel Hexaton;3;Mined;Planet Arkadia
Plasma;Natural Material;0.01; ; ; ;Looted;Next Island
Plastic Convector Panel;Metal Component;0.17; ; ; ;Crafted;Planet Cyrene
Plastic Injection Mold;Electronic Component;0.8; ; ; ;Crafted;Planet Cyrene
Platinum Ingot;Refined Ore;9;110.00%; ; ;Refined, Looted;Entropia Universe
Platinum Stone;Ore;3;111.00%;Platinum Ingot;3;Looted, Mined;Entropia Universe
Platinum Texture;Texture Material;3.2; ; ; ;Crafted;Planet Calypso
Plumatergus DNA Samples;DNA;9.88; ; ; ;Refined;Planet Calypso
Plumatergus Large Wing;DNA;4.38; ;Plumatergus DNA Samples;1;Looted;Planet Calypso
Plumatergus Leather;Refined Material;1.05; ; ; ;Refined;Planet Calypso
Plumatergus Leather Texture;Texture Material;0.14; ; ; ;Crafted;Planet Calypso
Plumatergus Skin;Natural Material;0.35;240.00%;Plumatergus DNA Samples;3,3,1,1;Looted;Planet Calypso
Plumatergus Small Wing;DNA;0.35;123.00%;Plumatergus DNA Samples;6;Looted;Planet Calypso
Polished Chrome Texture;Texture Material;0.87; ; ; ;Crafted;Planet Calypso
Polished Metal Robot Scrap;Robot Parts;1.05;103.00%; ; ;Looted;Planet Calypso
Polish Pirate Flag;Vehicle Component;3; ; ; ;Crafted;ROCKtropia
Poly-Alloy Strap;Metal Component;0.22; ; ; ;Crafted;Planet Arkadia
Polymer Rail;Mechanical Component;0.25;130.00%; ; ;Crafted;Planet Arkadia
Pop Bushweed;Natural Material;0.001; ; ; ;Looted;ROCKtropia
Pop Claw;Natural Material;0.5; ; ; ;Looted;ROCKtropia
Pop Dragon Leather;Refined Material;0.3; ; ; ;Refined;ROCKtropia
Pop Dragon Texture;Texture Material;0.05; ; ; ;Crafted;ROCKtropia
Pop Hemp Cloth;Refined Material; ; ; ; ;Refined;ROCKtropia
Pop Hide;Natural Material;0.1; ;Pop Dragon Leather;3;Looted;ROCKtropia
POPstar Dust;Natural Material; ; ; ; ;Looted;ROCKtropia
Pop Tail;Natural Material;0.1; ; ; ;Looted;ROCKtropia
Potential Cure;Natural Material; ; ; ; ; ;Planet Cyrene
Powder (Copper);Make Up;6; ; ; ;Looted;Entropia Universe
Powder (Dark Chestnut);Make Up;6; ; ; ;Looted;Entropia Universe
Powder (Deep Peach);Make Up;6; ; ; ;Looted;Entropia Universe
Powder (Pale Pink);Make Up;6;115.00%; ; ;Looted;Entropia Universe
Powder (Tan);Make Up;6; ; ; ;Looted;Entropia Universe
Power Regulator;Electronic Component;5;108.00%; ; ;Crafted;Planet Arkadia
Praetonium;Ore;0.02; ;Praetonium Ingot;3;Looted, Mined, Missi;Next Island
Praetonium Ingot;Refined Ore;0.04; ; ; ;Refined;Next Island
Praetonium Texture;Texture Material;0.04; ; ; ;Crafted;Next Island
Prancer Leather;Refined Material;0.9; ; ; ;Refined;Planet Calypso
Prancer Leather Texture;Texture Material;0.25; ; ; ;Crafted;Planet Calypso
Prancer Skin;Natural Material;0.3;150.00%;Prancer Leather;3;Looted;Planet Calypso
Prancer Tail;Natural Material;1; ; ; ;Looted;Planet Calypso
Primordial Longu Claw;Natural Material;28; ; ; ;Looted;Planet Calypso
Primordial Longu DNA Samples;DNA;238.5; ; ; ;Refined;Planet Calypso
Primordial Longu Leather;Refined Material;2.25; ; ; ;Refined;Planet Calypso
Primordial Longu Leather Texture;Texture Material;0.83; ; ; ;Crafted;Planet Calypso
Primordial Longu Skin;Natural Material;0.75;105.00%;Primordial Longu Leather;3;Looted;Planet Calypso
Primordial Longu Skull;Natural Material;96; ; ; ;Looted;Planet Calypso
Primordial Longu Spike;Natural Material;3.6; ; ; ;Looted;Planet Calypso
Prison Hootch;Other;0.05; ; ; ;Looted, Mission;ROCKtropia
Pristine Khada Crystal Shard;Precious Stones;1; ; ; ;Looted;Planet Calypso
Pristine Spina Carapace;Natural Material;0.1; ; ; ;Looted;Planet Calypso
Projector Housing;Electronic Component;1.5;133.00%; ; ;Crafted;Planet Arkadia
Prokaryotic Cells;Natural Material;0.08; ; ; ;Looted;Planet Cyrene
Propellant Booster;Mechanical Component;2;260.00%; ; ;Crafted;Planet Arkadia
Propellant Supercharger;Mechanical Component;1.8;171.45%; ; ;Crafted;Planet Arkadia
Propulsion Connector;Generic Component;5; ; ; ;Looted;Space
Protective Coating;Mechanical Component;0.04; ;Decent Magnesium Component;2,1;Crafted;Planet Cyrene
Proteron Blood Sample;DNA;2; ; ; ;Looted;Planet Calypso
Proteron Eyes;DNA;1.5; ; ; ;Looted;Planet Calypso
Proteron Neck Bone;DNA;2.5; ; ; ;Looted;Planet Calypso
Proteron Ribs;DNA;7; ; ; ;Looted;Planet Calypso
Proteron Skin;DNA;0.7; ; ; ;Looted;Planet Calypso
Proteron Tooth;DNA;1.5; ; ; ;Looted;Planet Calypso
Punk Ingot;Refined Ore;0.21;109.35%; ; ;Refined;ROCKtropia
Punk Rock;Ore;0.07; ;Punk Ingot;3;Mined, Looted;ROCKtropia
Pure Body Oil;Material;0.1; ; ; ;Looted;Planet Cyrene
Pure Choroid;Refined Material;0.54; ; ; ;Refined;Planet Cyrene
Pure Particle Sample MK 1;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Pure Particle Sample MK 2;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Pure Particle Sample MK 3;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Pure Particle Sample MK 4;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Pure Particle Sample MK 5;Electronic Component; ; ; ; ;Crafted;Planet Arkadia
Pure Source Code;Material;0.25; ; ; ;Looted;Hell
Purified Paneleon Gizzard;Natural Material;10; ; ; ; ;Planet Cyrene
Purpite texture;Texture Material;0.04; ; ; ;Crafted;Next Island
Purple Crystal;Enmatter;0.08;131.00%;Darkening Agent;2;Mined;Planet Cyrene
Purple Crystal Texture;Texture Material;0.13; ; ; ;Crafted;Planet Cyrene
Purple Snake Skin Cloth;Refined Material; ; ; ; ;Refined;ROCKtropia
Purpurite Crystal;Crystal;0.06; ;Refined Purpurite Crystal;1;Looted;Next Island
Putty;Refined Enmatter;0.78;172.00%; ; ;Refined;Entropia Universe
Pyrite Ingot;Refined Ore;0.6;154.00%; ; ;Refined;Entropia Universe
Pyrite Stone;Ore;0.2; ;Pyrite Ingot;3;Looted, Mined;Entropia Universe
Qaffaz Hide;Natural Material;0.02;181.00%;Qaffaz Leather;3;Looted;Planet Toulan
Qaffaz Leather;Refined Material;0.06;181.00%; ; ;Refined;Planet Toulan
Qaffaz Marrow;Refined Material;0.12;145.00%; ; ;Refined;Planet Toulan
Qaffaz Nail;Natural Material;0.07;145.00%;Qaffaz Powder;2;Looted;Planet Toulan
Qaffaz Powder;Refined Material;0.14;145.00%; ; ;Refined;Planet Toulan
Qaffaz Tail;Natural Material;0.04;145.00%;Qaffaz Marrow;3;Looted;Planet Toulan
Qaffaz Texture Skin;Texture Material;0.02;184.00%; ; ;Crafted;Planet Toulan
Qasdeer Ingot;Refined Ore;0.75;116.08%; ; ;Refined;Planet Toulan
Qasdeer Stone;Ore;0.25;116.08%;Qasdeer Ingot;3;Mined;Planet Toulan
Qaydar Card Part (Center);Metal Component;0.01; ; ; ;Looted;Planet Toulan
